index_value,Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_speed,cpu_name,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
211,Acer,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,linux,2.4,41505
212,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.9,74965
213,HP,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,500,0,Intel,N/A,2.1,18595
214,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,N/A,2.2,29251
215,Huawei,Ultrabook,13,2160,1440,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.05,79867
216,Dell,Ultrabook,13.3,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,AMD,windows,1.4,49651
217,Lenovo,Notebook,17.3,1600,900,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,N/A,2.8,31382
218,HP,Notebook,14,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,Nvidia,windows,1.63,54932
219,Dell,Ultrabook,14,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,1.6,61219
220,Dell,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.8, Core i7,16,SSD,512,0,Intel,windows,1.62,68145
221,Dell,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,AMD,linux,2.2,36089
222,Lenovo,2 in 1 Convertible,14,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,1.74,47899
223,Toshiba,Ultrabook,13.3,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.2,72621
224,HP,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,HDD,1024,0,Intel,windows,2.1,42304
225,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.42,130874
226,Acer,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,2.2,44329
227,Dell,Notebook,15.6,1920,1080,1,Intel,2.7, Core i7,16,HDD,1024,0,AMD,windows,2.3,45768
228,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2,40972
229,Asus,Notebook,17.3,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,256,500,Nvidia,windows,2.69,47472
230,HP,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,AMD,windows,1.9,67612
231,Asus,Notebook,15.6,1366,768,0,Intel,2.4, Core i3,4,HDD,1024,0,Intel,windows,2.37,21258
232,HP,Notebook,15.6,1366,768,0,AMD,1.5, E-Series 9000e,4,HDD,500,0,AMD,windows,2.1,17582
233,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,3.2,79867
234,Dell,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.6,45768
235,Acer,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.6,36710
236,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,16,SSD,256,0,AMD,linux,2.36,47899
237,Acer,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,Intel,linux,2.1,20779
238,Asus,Notebook,15.6,1920,1080,0,AMD,2.5, A10-Series A10-9620P,4,Hybrid,128,1024,AMD,windows,2.2,30636
239,Asus,Gaming,17.3,1920,1080,0,Intel,2.9, Core i7,32,Hybrid,512,1024,Nvidia,windows,4.7,207259
240,Acer,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.5,45075
241,Lenovo,Notebook,15.6,1366,768,0,Intel,2, Core i3,8,SSD,128,0,Intel,windows,7.2,31382
242,Asus,Notebook,17.3,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.1,61006
243,Asus,Notebook,17.3,1920,1080,0,Intel,2.7, Core i7,8,Hybrid,128,1024,Nvidia,N/A,2.69,47366
244,Dell,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.56,46833
245,Lenovo,2 in 1 Convertible,13.9,1920,1080,1,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.38,57489
246,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,128,2048,AMD,windows,2.2,52481
247,HP,Notebook,15.6,1366,768,1,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.04,29784
248,Asus,Gaming,17.3,1920,1080,0,Intel,2.9, Core i7,16,SSD,256,0,Nvidia,windows,3.6,159787
249,HP,Notebook,13.3,1920,1080,0,Intel,1.6, Core i5,4,HDD,500,0,Intel,windows,1.49,35964
250,Apple,Ultrabook,13.3,2560,1600,0,Intel,3.1, Core i5,8,SSD,512,0,Intel,macos,1.37,108691
251,Dell,2 in 1 Convertible,15.6,1920,1080,1,Intel,1.8, Core i7,8,HDD,1024,0,Intel,windows,2.08,43636
252,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.3,95851
253,Asus,Notebook,15.6,1366,768,0,AMD,3, A9-Series 9420,4,HDD,1024,0,AMD,windows,1.68,24988
254,Lenovo,2 in 1 Convertible,13.9,1920,1080,1,Intel,1.8, Core i7,8,SSD,512,0,Intel,windows,1.37,98515
255,Acer,Notebook,17.3,1920,1080,0,Intel,2.7, Core i3,4,SSD,256,0,Nvidia,windows,3,37403
256,Dell,Ultrabook,13.3,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,1.41,50563
257,HP,Notebook,15.6,1366,768,0,AMD,2.5, A6-Series A6-9220,8,SSD,128,0,AMD,windows,1.91,23758
258,HP,Notebook,17.3,1920,1080,0,Intel,1.8, Core i7,16,HDD,1024,0,Nvidia,windows,2.9,56424
259,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,512,1024,Nvidia,windows,4.14,133147
260,Lenovo,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.8, Core i7,8,SSD,512,0,Nvidia,windows,2,90523
261,Dell,Notebook,17.3,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,128,1024,AMD,windows,2.8,60846
262,Lenovo,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,SSD,256,0,Intel,N/A,2.2,23656
263,HP,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,4,HDD,500,0,Intel,windows,2.1,38468
264,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,HDD,1024,0,Intel,windows,2.18,35005
265,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,AMD,windows,2.24,30103
266,Dell,2 in 1 Convertible,15.6,1920,1080,1,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,2.67,42571
267,Asus,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.8, Core i7,8,SSD,512,512,Intel,windows,4.1,79867
269,HP,Notebook,17.3,1920,1080,0,Intel,1.8, Core i7,8,HDD,1024,0,Nvidia,windows,2.5,54239
270,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,Intel,windows,2.05,46886
271,Apple,Ultrabook,13.3,2560,1600,0,Intel,2.9, Core i5,8,SSD,512,0,Intel,macos,1.37,104370
272,Asus,Gaming,17.3,1920,1080,0,AMD,3, Ryzen 1700,16,Hybrid,256,1024,AMD,windows,3.2,82531
273,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,AMD,linux,2.14,39165
274,Lenovo,2 in 1 Convertible,14,2560,1440,1,Intel,2.6, Core i7,16,SSD,512,0,Intel,windows,1.36,133147
275,Toshiba,Notebook,15.6,1366,768,0,Intel,2.5, Core i7,8,HDD,500,0,Nvidia,windows,2.2,43263
276,Dell,Notebook,15.6,1366,768,0,Intel,2.7, Core i7,12,HDD,1024,0,Intel,windows,2.3,37992
277,Dell,Notebook,17.3,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,128,1024,AMD,linux,2.8,58555
278,Acer,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,HDD,1024,0,Nvidia,windows,2.2,39694
279,Lenovo,Notebook,17.3,1600,900,0,Intel,2, Core i3,4,HDD,1024,0,Intel,windows,2.8,26054
280,Lenovo,Notebook,17.3,1920,1080,0,Intel,1.8, Core i7,8,HDD,2048,0,Nvidia,N/A,2.8,45235
281,Lenovo,Notebook,17.3,1600,900,0,Intel,2.7, Core i7,6,Hybrid,128,1024,Nvidia,windows,2.8,45768
282,Dell,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,AMD,linux,2.25,22804
283,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.5,44169
284,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,6,SSD,256,0,Intel,windows,2.2,30849
285,Acer,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,Nvidia,windows,3,50669
286,Acer,Notebook,15.6,1920,1080,1,Intel,2.7, Core i7,12,HDD,1024,0,Intel,windows,2.15,35112
287,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.95,58448
288,Asus,Ultrabook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,1.7,52055
289,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.5,62817
290,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,Nvidia,N/A,2.2,35112
291,Acer,Notebook,15.6,1366,768,0,Intel,1.5, Celeron Dual,2,SSD,16,0,Intel,other,2.19,10603
292,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,windows,3,63243
293,HP,Notebook,17.3,1600,900,0,Intel,2, Core i3,8,HDD,1024,0,Intel,windows,2.54,26054
294,Dell,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,2,97449
295,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,2.05,39374
296,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,windows,3.2,69211
297,Acer,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,linux,2.5,52161
298,Dell,Workstation,17.3,1920,1080,0,Intel,2.9, Core i7,16,SSD,256,0,Nvidia,windows,3.42,153705
299,Lenovo,Notebook,15.6,1920,1080,0,AMD,2.4, A10-Series 9600P,6,HDD,1024,0,AMD,windows,2.4,26587
300,Asus,Ultrabook,15.6,1920,1080,0,Intel,2.7, Core i7,16,SSD,512,0,Nvidia,windows,1.63,78215
301,Asus,Notebook,14,1366,768,0,Intel,2.4, Core i3,4,SSD,128,0,Intel,windows,1.3,27120
302,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.9,113060
303,Lenovo,Notebook,17.3,1600,900,0,Intel,2.5, Core i5,6,HDD,1024,0,Nvidia,windows,5.8,34579
304,Lenovo,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,HDD,2048,0,Nvidia,N/A,2.2,29251
305,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.5,67399
306,Lenovo,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,1024,0,Intel,N/A,2.2,19180
307,HP,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.8, Core i7,16,SSD,256,0,Intel,windows,1.28,105228
308,Toshiba,Notebook,15.6,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,Nvidia,windows,2.2,55571
309,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.3,43636
310,HP,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,Intel,windows,1.86,24988
311,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.1,53227
312,Dell,Ultrabook,13.3,3840,2160,1,Intel,1.8, Core i7,16,SSD,1024,0,Intel,windows,1.21,133147
313,MSI,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.8,111835
314,Acer,Notebook,15.6,1920,1080,0,AMD,2.2, A8-Series 7410,8,SSD,256,0,AMD,windows,2.23,24988
315,Asus,2 in 1 Convertible,11.6,1366,768,1,Intel,1.1, Celeron Dual,2,Flash Storage,32,0,Intel,windows,1.1,14652
316,Dell,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,Hybrid,128,1024,AMD,windows,2.33,44968
317,HP,2 in 1 Convertible,13.3,3840,2160,1,Intel,1.8, Core i7,16,SSD,1024,0,Intel,windows,1.29,130483
318,Lenovo,Notebook,13.3,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,16,0,Intel,other,1.45,24503
319,HP,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.95,52214
320,Acer,Notebook,11.6,1366,768,0,Intel,1.6, Pentium Quad,4,Flash Storage,128,0,Intel,windows,1.4,25841
321,HP,Notebook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.48,68838
322,Lenovo,Notebook,17.3,1600,900,0,Intel,2.5, Core i5,4,HDD,1024,0,Nvidia,windows,2.79,31382
323,Asus,Notebook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,2,58288
324,HP,Notebook,15.6,1366,768,0,Intel,1.8, Core i7,8,HDD,1024,0,Intel,windows,2.1,48059
325,Acer,Notebook,15.6,1366,768,0,AMD,2.7, A12-Series 9720P,8,SSD,256,0,AMD,windows,2.2,35112
326,Lenovo,Notebook,14,1366,768,0,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.44,15558
327,Acer,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,6,HDD,1024,0,Intel,windows,8.23,29251
328,Asus,Ultrabook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,1.7,55939
329,HP,Ultrabook,12.5,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.26,71129
330,Dell,Notebook,15.6,3840,2160,1,Intel,2.8, Core i7,32,SSD,1024,0,Nvidia,windows,2.06,140606
331,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,256,1024,Nvidia,windows,2.7,63883
332,Toshiba,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,2,50243
333,Asus,Notebook,14,1920,1080,0,Intel,2.7, Core i7,8,Hybrid,256,1024,Intel,windows,2,71076
334,Lenovo,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,Intel,windows,1.85,23923
335,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,2.5,53227
336,HP,Notebook,14,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.48,67559
338,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.84,60952
339,Asus,Notebook,15.6,1366,768,0,Intel,1.1, Celeron Dual,4,HDD,1024,0,Intel,linux,2,14651
340,Dell,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,Nvidia,windows,2,60886
341,Dell,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Dual,4,HDD,500,0,Intel,linux,2.2,14647
342,Lenovo,Notebook,15.6,1920,1080,0,AMD,3.6, A12-Series 9720P,12,HDD,2048,0,AMD,windows,2.2,47899
343,HP,Notebook,15.6,1920,1080,0,Intel,2.4, Core i3,8,HDD,1024,0,Nvidia,windows,2.1,38148
344,Lenovo,2 in 1 Convertible,13.9,3840,2160,1,Intel,1.8, Core i7,16,SSD,512,0,Intel,windows,1.4,111835
345,Dell,Ultrabook,13.3,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,Intel,windows,1.2,84129
346,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,2048,Nvidia,windows,2.4,60153
347,HP,Notebook,14,1366,768,0,Intel,1.6, Celeron Dual,2,Flash Storage,32,0,Intel,windows,1.44,14865
348,Dell,Ultrabook,15.6,1920,1080,0,Intel,1.9, Core i7,16,SSD,512,256,Intel,windows,1.88,85672
349,Asus,2 in 1 Convertible,11.6,1366,768,1,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.5,19980
350,Dell,Ultrabook,15.6,1920,1080,0,Intel,1.6, Core i5,8,HDD,1024,0,AMD,windows,0,35325
352,HP,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.84,69477
353,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.7,75072
354,HP,Workstation,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,2.6,92615
355,Toshiba,Notebook,15.6,1920,1080,0,Intel,2.5, Core i7,16,SSD,512,0,Nvidia,windows,2.4,74752
356,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,128,2048,AMD,windows,2.02,51730
357,Lenovo,Notebook,15.6,1366,768,0,Intel,1.1, Celeron Dual,4,HDD,1024,0,Intel,N/A,2.2,17156
358,Dell,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,windows,2.65,53227
359,Dell,Notebook,15.6,1366,768,1,Intel,2.5, Core i5,8,HDD,2048,0,Intel,windows,2.36,29697
360,Dell,Notebook,14,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.36,76031
361,HP,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,1.86,23390
362,Asus,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,2,50350
363,Lenovo,Notebook,17.3,1600,900,0,Intel,2.5, Core i5,6,Hybrid,128,1024,Nvidia,windows,2.8,38308
364,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,1.86,34046
365,Lenovo,Notebook,15.6,1366,768,0,Intel,2, Core i3,8,SSD,256,0,Nvidia,N/A,2.2,26587
366,HP,Notebook,15.6,1366,768,0,Intel,1.6, Pentium Quad,8,HDD,2048,0,Intel,windows,2.04,20726
367,Dell,Notebook,17.3,1920,1080,0,Intel,1.6, Core i5,8,Hybrid,128,1024,AMD,windows,2.8,57809
368,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,N/A,2.4,43104
369,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,AMD,windows,2.33,47899
370,HP,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.36,93240
371,Asus,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.7, Core i7,12,Hybrid,512,2048,Nvidia,windows,2.26,58555
372,Acer,Notebook,15.6,1366,768,0,AMD,3, A9-Series 9420,4,SSD,128,0,AMD,windows,2.1,22697
373,Asus,Gaming,17.3,1920,1080,0,AMD,3, Ryzen 1700,16,Hybrid,256,1024,AMD,windows,3.25,117163
374,Lenovo,Notebook,17.3,1600,900,0,AMD,2.2, A8-Series 7410,4,SSD,128,0,AMD,windows,2.6,26054
375,Dell,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.8, Core i7,8,SSD,256,0,Intel,windows,1.62,46301
376,HP,Notebook,15.6,1920,1080,0,AMD,3, A9-Series 9420,4,SSD,256,0,AMD,windows,1.91,26053
377,Lenovo,Netbook,11.6,1366,768,0,Intel,1.1, Celeron Quad,4,SSD,128,0,Intel,windows,1.59,29464
378,Dell,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Dual,4,HDD,500,0,Intel,windows,1.8,16464
379,Asus,Notebook,14,1366,768,0,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.5,15238
380,Acer,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,linux,2.4,45075
381,HP,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,3.35,63456
382,Lenovo,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,SSD,128,0,Intel,N/A,1.85,21498
383,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.3,88178
384,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,1.5,58555
385,Asus,Ultrabook,13.3,1920,1080,1,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.1,93181
386,Lenovo,Ultrabook,14,2560,1440,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.13,121585
387,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.4, Core i3,4,SSD,128,0,Intel,windows,1.5,29251
388,Dell,Workstation,15.6,1920,1080,0,Intel,2.6, Core i5,8,HDD,500,0,AMD,windows,2.23,72940
389,Dell,Workstation,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,2,113753
390,Lenovo,2 in 1 Convertible,14,2560,1440,1,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.42,133680
391,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,windows,3,55358
392,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,3,84768
393,Acer,Notebook,15.6,1366,768,0,Intel,1.6, Core i5,12,HDD,1024,0,Nvidia,windows,2.2,36976
394,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,2.7,71875
395,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,AMD,linux,2.33,41498
396,HP,Ultrabook,15.6,1920,1080,0,AMD,3, A9-Series 9420,4,SSD,256,0,AMD,windows,1.91,26587
397,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,AMD,windows,2.1,65511
398,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.9,49977
399,Dell,Workstation,15.6,3840,2160,1,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,1.78,144495
400,Lenovo,Ultrabook,14,2560,1440,0,Intel,2.7, Core i7,16,SSD,1024,0,Intel,windows,1.13,139860
401,Lenovo,Notebook,15.6,1366,768,0,Intel,1.1, Celeron Dual,4,HDD,1024,0,Intel,windows,2.2,16304
402,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.9,81465
403,Lenovo,Notebook,25.6,1920,1080,0,Intel,1.6, Core i5,8,Hybrid,256,1024,AMD,windows,2.1,60979
404,Acer,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,linux,2.5,46833
405,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.8,119827
406,Asus,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.1,99793
407,Toshiba,Ultrabook,13.3,1920,1080,0,Intel,2.5, Core i7,16,SSD,512,0,Intel,windows,1.2,93080
408,Dell,Ultrabook,14,1920,1080,0,Intel,2.8, Core i7,8,SSD,512,0,Intel,windows,1.36,89510
409,Lenovo,Notebook,35.6,1920,1080,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,2.2,21792
410,Lenovo,Notebook,11.6,1366,768,0,Intel,1.1, Celeron Dual,2,Flash Storage,32,0,Intel,windows,1.15,16221
411,Lenovo,Workstation,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,512,0,Nvidia,windows,2.67,102564
412,Lenovo,Ultrabook,14,2560,1440,0,Intel,2.8, Core i7,8,SSD,512,0,Nvidia,windows,1.7,103523
413,HP,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,AMD,windows,2.1,24988
