index_value,Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_speed,cpu_name,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
414,Acer,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.6,42038
415,Asus,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.27,49444
416,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,SSD,256,0,AMD,linux,2.3,31909
417,Dell,Notebook,13.3,1366,768,0,Intel,2, Core i3,4,SSD,128,0,Intel,windows,1.65,36710
418,HP,Ultrabook,14,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.43,79920
419,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.14,28769
420,Lenovo,Ultrabook,14,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,AMD,windows,1.75,64755
421,Lenovo,2 in 1 Convertible,15.6,3840,2160,1,Intel,2.8, Core i7,16,SSD,512,0,Nvidia,windows,2,101179
422,Chuwi,Notebook,12.3,2736,1824,0,Intel,1.1, Celeron Quad,6,Flash Storage,64,0,Intel,windows,1.4,23923
423,HP,Notebook,15.6,1920,1080,0,Intel,2.9, Core i7,8,SSD,256,0,Intel,windows,2.31,76031
424,Asus,Notebook,35.6,1920,1080,0,Intel,2.4, Core i3,8,HDD,1024,0,Nvidia,linux,2.3,31808
425,Dell,Gaming,27.3,2560,1440,0,Intel,2.9, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.42,149131
426,Dell,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.62,61752
427,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,256,2048,AMD,windows,2.02,60867
428,Dell,Ultrabook,14,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Intel,linux,1.6,58555
429,HP,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,12,Hybrid,256,1024,Nvidia,windows,3.35,106507
430,Mediacom,2 in 1 Convertible,11.6,1920,1080,1,Intel,1.1, Celeron Dual,4,SSD,32,0,Intel,windows,1.16,15931
431,Samsung,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,16,0,Intel,other,1.15,14332
432,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.4,53813
433,Lenovo,Notebook,14,1920,1080,0,Intel,2.7, Core i3,4,SSD,128,0,Intel,windows,1.7,31915
434,Lenovo,Workstation,15.6,3840,2160,0,Intel,2.8, Core i7,16,SSD,512,0,Nvidia,windows,2.3,130270
435,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.9, Core i7,16,SSD,512,0,Nvidia,windows,2.5,130483
436,Asus,Gaming,17.3,1920,1080,0,AMD,3.2, Ryzen 1600,8,Hybrid,256,1024,AMD,windows,3.2,90310
437,HP,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Dual,4,HDD,500,0,Intel,windows,2.1,18488
438,Google,Ultrabook,12.3,2400,1600,1,Intel,1.3, Core i7,16,SSD,512,0,Intel,other,1.1,117163
439,Lenovo,Ultrabook,24,2560,1440,0,Intel,2.7, Core i7,24,SSD,512,0,Intel,windows,1.32,126913
440,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,linux,2,29784
441,Lenovo,Notebook,17.3,1600,900,0,AMD,2.5, A6-Series 9220,8,HDD,1024,0,AMD,windows,2.8,27652
442,Dell,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,4,SSD,256,0,AMD,windows,2.2,39907
443,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.36,76137
444,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.1, Pentium Quad,4,SSD,128,0,Intel,windows,2.2,18595
445,HP,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.2,58555
446,Dell,Notebook,14,1920,1080,0,Intel,2.8, Core i5,8,SSD,256,0,Nvidia,windows,1.64,62817
447,Acer,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,linux,2.4,23539
448,Dell,Workstation,15.6,1920,1080,0,Intel,3, Xeon E3-1505M,8,HDD,64,1024,Nvidia,windows,2.23,106187
449,MSI,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.2,54758
450,Microsoft,Ultrabook,13.5,2256,1504,1,Intel,2.5, Core i7,16,SSD,512,0,Intel,windows,1.25,137942
451,HP,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,SSD,128,0,Intel,windows,1.91,31382
452,Dell,Workstation,15.6,1920,1080,0,Intel,2.7, Core i7,16,SSD,256,0,Nvidia,windows,2.17,105228
453,HP,Workstation,15.6,1920,1080,0,Intel,2.9, Core i7,8,SSD,512,0,Intel,windows,2.31,81732
454,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.65,71662
455,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,Hybrid,128,1024,AMD,windows,2.36,52161
456,Dell,2 in 1 Convertible,11.6,1366,768,1,Intel,1.6, Pentium Quad,4,HDD,500,0,Intel,windows,1.47,25521
457,Dell,Notebook,17.3,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,Nvidia,windows,4.42,109011
458,Microsoft,Ultrabook,13.5,2256,1504,1,Intel,2.2, Core M,4,SSD,128,0,Intel,windows,1.25,52694
459,Microsoft,Ultrabook,33.5,2256,1504,1,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,1.25,95851
460,HP,Notebook,17.3,1600,900,0,Intel,2, Core i3,8,SSD,256,0,Intel,windows,2.5,34094
461,Acer,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,Nvidia,windows,2.23,28984
462,Acer,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,SSD,128,0,Intel,windows,1.4,23177
463,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.37,39907
464,Lenovo,Notebook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,AMD,N/A,1.5,42571
465,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.9, Core i7,8,SSD,256,0,Nvidia,windows,2.67,111355
466,Asus,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,500,0,Intel,windows,2,16197
467,Acer,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Nvidia,windows,2.2,24988
468,Dell,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,HDD,2048,0,AMD,windows,2.02,40440
469,HP,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,12,HDD,1024,0,Nvidia,windows,3.78,90523
470,Lenovo,Ultrabook,14,2560,1440,0,Intel,2.6, Core i7,12,SSD,256,0,Intel,windows,1.4,98994
471,HP,2 in 1 Convertible,13.3,3840,2160,1,Intel,1.8, Core i7,8,SSD,512,0,Intel,windows,1.29,106507
472,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,500,0,AMD,windows,1.9,61485
473,Google,Ultrabook,12.3,2400,1600,1,Intel,1.2, Core i5,8,SSD,128,0,Intel,other,1.1,67932
474,Dell,Ultrabook,13.3,1920,1080,1,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,1.42,98134
475,Asus,Notebook,15.6,3840,2160,0,Intel,2.6, Core i7,12,Hybrid,128,1024,Intel,windows,2.06,69211
476,Dell,Notebook,14,1366,768,0,Intel,2.3, Core i3,8,SSD,128,0,Intel,windows,1.79,39427
477,Dell,Workstation,0,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,1.78,128298
478,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,180,0,Intel,windows,1.7,72674
480,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.05,89084
481,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,SSD,512,0,Nvidia,windows,2.16,67239
482,Dell,Notebook,15.6,1366,768,0,Intel,2.4, Core i3,4,HDD,1024,0,Intel,windows,2.18,31254
483,HP,Notebook,13.3,1920,1080,0,Intel,1.6, Core i5,4,SSD,128,0,Intel,windows,1.49,38681
484,Chuwi,Notebook,15.6,1920,1080,0,Intel,1.4, Atom x5-Z8350,4,Flash Storage,64,0,Intel,windows,1.89,13261
485,Lenovo,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,SSD,128,0,Intel,windows,2.3,30103
486,Lenovo,Notebook,14,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,1.75,55891
487,Dell,Workstation,15.6,1920,1080,0,Intel,2.7, Core i7,16,SSD,512,0,Nvidia,windows,2.17,124569
488,Dell,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,16,SSD,512,0,Nvidia,windows,2.06,101179
489,Lenovo,Ultrabook,12.5,1920,1080,0,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.36,95797
490,Asus,Ultrabook,12.5,1920,1080,0,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,0.91,103896
491,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.3,53919
492,Toshiba,Ultrabook,13.3,1920,1080,1,Intel,2.7, Core i7,32,SSD,512,0,Intel,windows,1.05,149131
493,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,1.99,71928
494,Acer,Notebook,15.6,1366,768,0,AMD,2.5, A10-Series 9620P,8,HDD,1024,0,AMD,windows,2.2,30849
495,Asus,Gaming,17.3,1920,1080,1,Intel,2.6, Core i7,24,Hybrid,256,1024,Nvidia,windows,4.33,67612
496,Lenovo,Ultrabook,12.5,1366,768,0,Intel,2.3, Core i5,8,SSD,180,0,Intel,windows,1.3,58555
497,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,8,SSD,256,0,Intel,windows,2.17,47893
498,HP,Notebook,14,1920,1080,0,Intel,2.8, Core i7,8,SSD,1024,0,Intel,windows,1.48,93187
499,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.4, Core i3,8,SSD,256,0,Intel,windows,1.4,50563
500,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,2.3,48538
501,Asus,Netbook,11.6,1366,768,0,Intel,1.1, Celeron Dual,4,Flash Storage,64,0,Intel,windows,1.2,18115
502,HP,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,SSD,256,0,AMD,windows,1.91,32980
503,Lenovo,2 in 1 Convertible,13.9,1920,1080,1,Intel,1.6, Core i5,8,SSD,256,0,Intel,windows,1.4,85195
504,Lenovo,Notebook,14,1366,768,0,Intel,1.1, Celeron Dual,4,HDD,500,0,Intel,windows,2.1,15931
505,Lenovo,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,SSD,16,0,Intel,other,1.25,14119
506,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.44,50563
507,Asus,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,Hybrid,256,1024,Intel,windows,2,65215
508,Acer,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,4,HDD,1024,0,Nvidia,windows,2.2,32661
509,HP,Ultrabook,13.3,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.34,70489
510,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,256,1024,Nvidia,N/A,2.4,61219
511,Dell,Ultrabook,13.3,1920,1080,1,Intel,2.5, Core i5,8,SSD,128,0,Intel,windows,1.29,47899
512,Acer,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,4,HDD,500,0,Nvidia,windows,2.2,34046
513,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.18,44542
514,Dell,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,16,Hybrid,256,2048,AMD,windows,2.2,64961
515,Xiaomi,Notebook,15.6,1920,1080,0,Intel,1.8, Core i7,16,SSD,256,0,Nvidia,N/A,1.95,74589
516,Asus,Netbook,11.6,1366,768,0,Intel,1.1, Celeron Dual,2,Flash Storage,32,0,Intel,windows,1.1,13054
517,HP,Notebook,15.6,1366,768,1,Intel,1.6, Core i5,4,HDD,1024,0,Intel,windows,2.04,27784
518,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,24,SSD,512,0,Nvidia,windows,2.24,158135
519,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.04,47366
520,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,3,80133
521,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,256,1024,Nvidia,windows,3.2,74539
522,HP,Ultrabook,13.3,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.32,74539
523,Dell,Notebook,14,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.64,68184
524,HP,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,SSD,128,0,Intel,windows,1.63,36710
525,Dell,Notebook,17.3,1920,1080,0,Intel,1.6, Core i5,8,Hybrid,128,1024,AMD,linux,2.8,47366
526,Lenovo,Notebook,24,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,2.02,71395
527,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,4,HDD,1024,0,Nvidia,windows,2.2,42571
528,Lenovo,Notebook,15.6,1366,768,0,Intel,2, Core i3,8,HDD,2048,0,Nvidia,N/A,2.2,24456
529,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,HDD,500,0,AMD,windows,2.3,31169
530,Dell,Notebook,15.6,1920,1080,0,Intel,2.8, Core i5,8,SSD,256,0,Intel,windows,1.9,73367
531,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,128,1024,Nvidia,windows,4.42,160520
532,Toshiba,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,500,0,Intel,windows,2,45821
533,Asus,Notebook,15.6,3840,2160,0,Intel,2.7, Core i7,8,Hybrid,256,1024,Nvidia,windows,2,69211
534,Mediacom,Notebook,13.3,1920,1080,0,Intel,1.1, Celeron Quad,4,SSD,32,0,Intel,windows,1.2,19660
535,Asus,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.3,87859
536,Dell,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,1.93,72940
537,Dell,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,8,SSD,256,0,AMD,windows,2.2,42486
538,HP,Notebook,15.6,1920,1080,0,Intel,1.6, Pentium Quad,4,SSD,256,0,Intel,windows,1.86,21258
539,HP,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,12,HDD,1024,0,Nvidia,windows,2.62,95851
540,Lenovo,Notebook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,1.87,45768
541,Dell,Ultrabook,13.3,3200,1800,1,Intel,1.8, Core i7,8,SSD,256,0,Intel,windows,1.2,74539
542,Dell,Notebook,14,1920,1080,0,Intel,2, Core i3,4,SSD,128,0,Intel,windows,1.6,39207
543,HP,Ultrabook,13.3,3200,1800,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.34,61006
544,Acer,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,linux,2.4,42517
545,Asus,Notebook,15.6,1366,768,0,AMD,1.8, E-Series 7110,4,HDD,500,0,AMD,windows,2,18595
546,HP,Notebook,15.6,1920,1080,0,Intel,2.4, Core i3,4,SSD,128,0,Intel,windows,2.1,37589
547,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,1.87,41825
548,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.3, Core i5,4,HDD,1024,0,Intel,N/A,2.15,24634
549,HP,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,1.86,21152
550,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.99,92121
551,Lenovo,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,SSD,128,0,Intel,windows,2.2,26587
552,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.9,59513
553,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.42,143803
554,HP,Notebook,17.3,1600,900,0,Intel,2, Core i3,8,HDD,1024,0,Intel,windows,2.65,28992
555,HP,Notebook,17.3,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,Nvidia,windows,2.63,68198
556,Asus,Notebook,15.6,1366,768,0,Intel,1.1, Celeron Dual,4,HDD,500,0,Intel,linux,2,11935
557,Mediacom,Notebook,13.3,1920,1080,0,Intel,1.4, Atom x5-Z8350,4,Flash Storage,32,0,Intel,windows,1.35,13586
558,Lenovo,Notebook,17.3,1600,900,0,Intel,2.7, Core i7,6,Hybrid,128,1024,Nvidia,windows,2.8,50563
559,HP,Notebook,15.6,1920,1080,0,AMD,2.5, A10-Series A10-9620P,6,SSD,128,0,AMD,windows,1.91,30311
560,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,AMD,windows,2.18,32922
561,Acer,2 in 1 Convertible,11.6,1920,1080,1,Intel,2, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.25,18595
562,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i3,4,SSD,128,0,Intel,windows,2.05,33566
563,HP,Ultrabook,13.3,3200,1800,1,Intel,1.2, Core M,16,SSD,512,0,Intel,windows,1.16,104695
564,Lenovo,Notebook,17.3,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,3.4,159787
565,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.5,44702
566,Dell,Ultrabook,13.3,3840,2160,1,Intel,1.6, Core i5,8,SSD,128,0,Intel,windows,1.21,85195
567,Dell,Notebook,15.6,1366,768,0,Intel,2.6, Core i5,4,HDD,500,0,Intel,windows,1.93,51096
569,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.1, Pentium Quad,4,HDD,500,0,Intel,windows,2.2,18328
570,Lenovo,Notebook,14,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,2.02,52747
571,HP,Workstation,17.3,1600,900,0,Intel,2.8, Core i5,8,HDD,500,0,Nvidia,windows,3.14,99154
572,HP,Notebook,14,1366,768,0,Intel,1.6, Pentium Quad,8,HDD,2048,0,Intel,windows,1.94,20726
573,HP,Notebook,15.6,1920,1080,0,AMD,3, A9-Series A9-9420,6,SSD,256,0,AMD,windows,1.95,34579
574,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,2.3,44222
575,Lenovo,Notebook,15.6,1920,1080,0,Intel,1.6, Core i5,4,HDD,500,0,Intel,windows,2.05,36497
576,Mediacom,Notebook,14,1920,1080,0,Intel,1.4, Atom x5-Z8350,4,SSD,32,0,Intel,windows,1.4,13267
577,Toshiba,Ultrabook,14,1920,1080,1,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.24,99367
578,Lenovo,Gaming,17.3,1920,1080,0,Intel,2.7, Core i7,32,Hybrid,256,1024,Nvidia,windows,4.6,141885
579,MSI,Gaming,17.3,1920,1080,0,Intel,2.9, Core i7,16,Hybrid,512,1024,Nvidia,windows,4.14,145401
580,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,AMD,linux,2.2,39907
581,Mediacom,Notebook,14,1920,1080,0,Intel,1.1, Celeron Quad,4,SSD,32,0,Intel,windows,1.45,20726
582,Dell,Notebook,15.6,1366,768,0,Intel,2.6, Core i5,8,HDD,500,0,Intel,windows,1.9,53734
583,HP,Notebook,13.3,1920,1080,0,Intel,2.4, Core i3,4,SSD,128,0,Intel,windows,1.49,38308
584,Dell,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,16,SSD,256,0,Nvidia,windows,1.93,81912
585,Dell,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,16,0,Intel,other,1.26,15718
586,MSI,Gaming,17.3,1920,1080,0,Intel,2.7, Core i7,16,Hybrid,128,1024,Nvidia,windows,4.5,125155
587,HP,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,3.78,79813
588,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.6, Core i7,12,SSD,256,0,Intel,windows,8.4,89137
589,Lenovo,Notebook,15.6,1366,768,1,Intel,1.8, Core i7,12,HDD,1024,0,Intel,windows,2.2,32448
590,Asus,Gaming,17.3,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.73,94306
591,Asus,2 in 1 Convertible,15.6,1366,768,1,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.2,39374
592,Lenovo,Notebook,15.6,1920,1080,0,AMD,3.6, A12-Series 9720P,12,SSD,512,0,AMD,windows,2.2,50563
593,Dell,2 in 1 Convertible,31.6,1366,768,1,Intel,1, Core M,4,SSD,128,0,Intel,windows,1.39,32128
594,Samsung,Notebook,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,128,1024,Nvidia,windows,2.5,90523
595,Lenovo,Notebook,17.3,1920,1080,0,Intel,2, Core i3,4,HDD,500,0,Intel,N/A,2.8,28185
596,Lenovo,Notebook,15.6,1366,768,0,Intel,2.3, Core i3,8,HDD,1024,0,Intel,windows,2.29,24456
597,Lenovo,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.37,107892
598,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.7,78535
599,Dell,2 in 1 Convertible,12.5,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.34,88978
600,Dell,Workstation,15.6,1920,1080,1,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,2.06,93933
601,HP,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.84,64948
602,HP,Notebook,15.6,1366,768,0,Intel,2.4, Core i3,4,HDD,500,0,Intel,windows,2.1,35617
603,Acer,Notebook,14,1920,1080,0,Intel,1.1, Celeron Quad,4,Flash Storage,32,0,Intel,windows,1.6,17529
604,MSI,Gaming,17.3,1920,1080,0,Intel,2.7, Core i7,16,Hybrid,128,1024,Nvidia,windows,4.14,117163
605,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,AMD,linux,2.18,24775
606,MSI,Gaming,15.6,3840,2160,0,Intel,2.8, Core i7,16,Hybrid,256,2048,Nvidia,windows,1.8,122491
607,Toshiba,Notebook,15.6,1920,1080,0,Intel,2.5, Core i7,8,SSD,256,0,Intel,windows,2.2,74539
608,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,6,HDD,1024,0,Intel,windows,2.4,30050
609,Lenovo,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.8, Core i7,8,SSD,256,0,Intel,windows,2,69211
610,Acer,Notebook,14,1366,768,0,Intel,1.6, Pentium Quad,4,Flash Storage,128,0,Intel,windows,1.6,18595
611,Lenovo,Notebook,15.6,3840,2160,0,Intel,3.1, Xeon E3-1535M,32,SSD,1024,0,Nvidia,windows,2.5,261019
612,Dell,Gaming,15.6,1920,1080,0,Intel,2.6, Core i7,16,HDD,1024,0,Nvidia,windows,2.59,46834
613,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,Intel,linux,2.18,23651
614,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,Intel,linux,2.25,19128
